,political instability,geopolitical factors,currency fluctuations,investment demand,supply demand,industrial demand,natural disasters,date
222,0.7411821,0.6993744,0.5722451,0.5813744,0.62900394,0.6256316,1.0,2020-01-19
223,0.747913,0.70252883,0.59962344,0.6284158,0.6449716,0.63958794,1.0000002,2019-11-26
224,0.76391304,0.7293313,0.63299954,0.61562145,0.67239535,0.69040334,0.99999994,2020-02-10
225,0.76399994,0.72844803,0.6004034,0.60084254,0.6418143,0.6456394,1.0000002,2020-03-12
226,0.74624354,0.7051225,0.6066922,0.65593576,0.68336225,0.66430783,1.0,2019-11-25
227,0.73352414,0.68424356,0.5728631,0.5549307,0.6136513,0.61348057,0.99999994,2019-11-24
228,0.7553764,0.70961595,0.60283315,0.64159703,0.67006403,0.6673335,1.0000001,2020-03-15
229,0.7218157,0.6705902,0.57785016,0.575424,0.61530864,0.6027355,1.0,2020-03-14
230,0.76613086,0.7281209,0.62875414,0.6511538,0.6892018,0.69736147,1.0000001,2019-11-23
231,0.7660654,0.7269227,0.6404042,0.64076614,0.7004118,0.67699087,0.99999994,2020-02-15
232,0.73109347,0.68612885,0.590919,0.61192465,0.6722123,0.6480515,0.9999999,2020-03-13
233,0.75103426,0.70397574,0.58924365,0.61293525,0.65918565,0.65853214,1.0,2020-02-21
234,0.7682136,0.72316676,0.62103325,0.65839005,0.68694055,0.6818093,1.0,2020-01-19
235,0.7634437,0.71851665,0.63403213,0.64049137,0.6764481,0.6686878,0.9999999,2019-11-26
236,0.7385146,0.6939776,0.5836699,0.5960187,0.65206444,0.64972883,1.0,2020-02-10
237,0.7025723,0.6621411,0.56418,0.56212187,0.62459475,0.6002085,1.0,2020-03-12
238,0.7529668,0.7158543,0.631199,0.65009475,0.6867477,0.6763,0.9999999,2019-11-25
239,0.7478982,0.70833254,0.58691585,0.5831604,0.6356033,0.62496305,0.99999976,2019-11-24
240,0.7638314,0.7256228,0.6207171,0.62246275,0.66373676,0.6592876,0.99999994,2020-03-15
